Approved symbol,Approved name,Accession numbers,RefSeq IDs
PDZK1IP1,PDZK1 interacting protein 1,U21049,NM_005764
PDZRN3,PDZ domain containing ring finger 3,AB029018,NM_015009
PDZRN4,PDZ domain containing ring finger 4,AK094690,NM_013377
PEA15,proliferation and apoptosis adaptor protein 15,Y13736,NM_003768
PEAK1,pseudopodium enriched atypical kinase 1
PEAK3,PEAK family member 3,AK127680,NM_198532
PEAR1,platelet endothelial aggregation receptor 1,AK098809,NM_001080471
PEBP1,phosphatidylethanolamine binding protein 1,X85033,NM_002567
PEBP4,phosphatidylethanolamine binding protein 4,BC020779,NM_144962
PECAM1,platelet and endothelial cell adhesion molecule 1,"L34631, M37780",NM_000442
PECR,peroxisomal trans-2-enoyl-CoA reductase,AF119841,NM_018441
PEDS1,plasmanylethanolamine desaturase 1,AF155120,NM_199129
PEF1,penta-EF-hand domain containing 1,,NM_012392
PEG3,paternally expressed 3,AB006625
PEG10,paternally expressed 10,AB049834,NM_015068
PELI1,pellino E3 ubiquitin protein ligase 1,,NM_020651
PELI2,pellino E3 ubiquitin protein ligase family member 2,AF302502
PELI3,pellino E3 ubiquitin protein ligase family member 3,AL834395,NM_145065
PELO,pelota mRNA surveillance and ribosome rescue factor,,NM_015946
PELP1,"proline, glutamate and leucine rich protein 1",,NM_014389
PEMT,phosphatidylethanolamine N-methyltransferase,AF176806,NM_007169
PENK,proenkephalin
PEO1,"symbol withdrawn, see [HGNC:1160](/data/gene-symbol-report/#!/hgnc_id/HGNC:1160)"
PEPA,"symbol withdrawn, see [HGNC:24437](/data/gene-symbol-report/#!/hgnc_id/HGNC:24437)"
PEPD,peptidase D,BC015027,NM_000285
PEPS,"symbol withdrawn, see [HGNC:18449](/data/gene-symbol-report/#!/hgnc_id/HGNC:18449)"
PER1,period circadian regulator 1,AB002107
PER2,period circadian regulator 2,AB002345,NM_022817
PER3,period circadian regulator 3,BC026102,NM_016831
PERCC1,proline and glutamate rich with coiled coil 1
PERM1,"PPARGC1 and ESRR induced regulator, muscle 1",AK123855,NM_001291366
PERP,p53 apoptosis effector related to PMP22,AF317550,NM_022121
PES1,pescadillo ribosomal biogenesis factor 1,U78310,NM_014303
PET100,PET100 cytochrome c oxidase chaperone,,NM_001171155
PET117,PET117 cytochrome c oxidase chaperone,,NM_001164811
PEX1,peroxisomal biogenesis factor 1,AF026086,NM_000466
PEX2,peroxisomal biogenesis factor 2,M86852,NM_000318
PEX3,peroxisomal biogenesis factor 3,AJ001625
PEX5,peroxisomal biogenesis factor 5,U19721,NM_000319
PEX5L,peroxisomal biogenesis factor 5 like,AJ245503,NM_016559
PEX6,peroxisomal biogenesis factor 6,U56602,NM_000287
PEX7,peroxisomal biogenesis factor 7,AF180814,NM_000288
PEX10,peroxisomal biogenesis factor 10,AF060502,NM_153818
PEX11A,peroxisomal biogenesis factor 11 alpha,AF093668,NM_003847
PEX11B,peroxisomal biogenesis factor 11 beta,AF093670,NM_003846
PEX11G,peroxisomal biogenesis factor 11 gamma,BC008780,NM_080662
PEX12,peroxisomal biogenesis factor 12,U91521,NM_000286
PEX13,peroxisomal biogenesis factor 13,U71374,NM_002618
PEX14,peroxisomal biogenesis factor 14,AF045186
PEX16,peroxisomal biogenesis factor 16,AF118240,NM_057174
PEX19,peroxisomal biogenesis factor 19,Y09048,NM_002857
PEX26,peroxisomal biogenesis factor 26,AB089678,NM_017929
PF4,platelet factor 4,M25897
PF4V1,platelet factor 4 variant 1,M26167
PFAS,phosphoribosylformylglycinamidine synthase,AB002359
PFDN1,prefoldin subunit 1,Y17392,NM_002622
PFDN2,prefoldin subunit 2,AF165883,NM_012394
PFDN4,prefoldin subunit 4,U41816,NM_002623
PFDN5,prefoldin subunit 5,D89667
PFDN6,prefoldin subunit 6,BC039033,NM_014260
PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",,NM_004566
PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4",BC010269,NM_004567
PFKL,"phosphofructokinase, liver type"
PFKM,"phosphofructokinase, muscle",M26066,NM_000289
PFKP,"phosphofructokinase, platelet",AK092597,NM_002627
PFN1,profilin 1,BC057828,NM_005022
PFN2,profilin 2,L10678,NM_002628
PFN3,profilin 3,AC090063,NM_001029886
PFN4,profilin family member 4,BC029523,NM_199346
PGA3,pepsinogen A3,AL832946,NM_001079807
PGA4,pepsinogen A4,AP000437,NM_001079808
PGA5,pepsinogen A5,BC029055,NM_014224
PGAM1,phosphoglycerate mutase 1,BC010038,NM_002629
PGAM2,phosphoglycerate mutase 2
PGAM4,phosphoglycerate mutase family member 4,AF465731,NM_001029891
PGAM5,"PGAM family member 5, mitochondrial serine/threonine protein phosphatase",BC008196,NM_138575
PGAP1,post-GPI attachment to proteins inositol deacylase 1,,NM_024989
PGAP2,post-GPI attachment to proteins 2,AF159615
PGAP3,post-GPI attachment to proteins phospholipase 3,AB088396,NM_033419
PGAP4,post-GPI attachment to proteins GalNAc transferase 4,BC006115,NM_032342
PGAP6,post-GPI attachment to proteins 6,AB045292,NM_021259
PGBD1,piggyBac transposable element derived 1,D88259
PGBD2,piggyBac transposable element derived 2,AF229602
PGBD3,piggyBac transposable element derived 3,AK074682
PGBD4,piggyBac transposable element derived 4,AK057200
PGBD5,piggyBac transposable element derived 5,AK021475,NM_024554
PGC,progastricsin
PGD,phosphogluconate dehydrogenase,BC000368,NM_002631
PGF,placental growth factor,S72960,NM_002632
PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase,AK090428,NM_025092
PGGT1B,protein geranylgeranyltransferase type I subunit beta,,NM_005023
PGK1,phosphoglycerate kinase 1,L00159
PGK2,phosphoglycerate kinase 2,K03019
PGLS,6-phosphogluconolactonase,AJ243972
PGLYRP1,peptidoglycan recognition protein 1,AF076483,NM_005091
PGLYRP2,peptidoglycan recognition protein 2,AY358156,NM_052890
PGLYRP3,peptidoglycan recognition protein 3,AY035376,NM_052891
PGLYRP4,peptidoglycan recognition protein 4,AF242518,NM_020393
PGM1,phosphoglucomutase 1,BC019920,NM_002633
PGM2,phosphoglucomutase 2,BC010087,NM_018290
PGM2L1,phosphoglucomutase 2 like 1,AB019210,NM_173582
PGM3,phosphoglucomutase 3,BC001258,NM_015599
PGM5,phosphoglucomutase 5,L40933,NM_021965
PGP,phosphoglycolate phosphatase,BC035985,NM_024118
PGPEP1,pyroglutamyl-peptidase I,AJ278828,NM_017712
PGPEP1L,pyroglutamyl-peptidase I like,,NM_001102612.2
PGR,progesterone receptor,M15716,NM_000926
PGRMC1,progesterone receptor membrane component 1,,NM_006667
PGRMC2,progesterone receptor membrane component 2
PGS1,phosphatidylglycerophosphate synthase 1,,NM_024419
PHACTR1,phosphatase and actin regulator 1,AB051520,NM_001242648
PHACTR2,phosphatase and actin regulator 2,AB014580,NM_014721
PHACTR3,phosphatase and actin regulator 3,AJ311122,NM_080672
PHACTR4,phosphatase and actin regulator 4,AF130081,NM_023923
PHAF1,phagosome assembly factor 1,AK022138,NM_025187
PHAX,phosphorylated adaptor for RNA export,AK023255,NM_032177
PHB1,prohibitin 1,,NM_002634
PHB2,prohibitin 2,AF126021,NM_007273
PHC1,polyhomeotic homolog 1,U89277,NM_004426
PHC2,polyhomeotic homolog 2,AJ419231,NM_198040
PHC3,polyhomeotic homolog 3,,NM_024947
PHETA1,PH domain containing endocytic trafficking adaptor 1,BC034809,NM_144671
PHETA2,PH domain containing endocytic trafficking adaptor 2,BX648402,NM_001002034
PHEX,phosphate regulating endopeptidase X-linked,U82970,NM_000444
PHF1,PHD finger protein 1,AF029678
PHF2,PHD finger protein 2,AF043725,NM_005392
PHF3,PHD finger protein 3,AF091622
PHF5A,PHD finger protein 5A,BC007321,NM_032758
PHF6,PHD finger protein 6,AB058726,NM_032458
PHF7,PHD finger protein 7,AY014283,NM_016483
PHF8,PHD finger protein 8,AB029034,NM_015107
PHF10,PHD finger protein 10,AF338735,NM_018288
PHF11,PHD finger protein 11,AB011031,NM_016119
PHF12,PHD finger protein 12,AB040956,NM_020889
PHF13,PHD finger protein 13,AK027492,NM_153812
PHF14,PHD finger protein 14,AB018326,NM_014660
PHF19,PHD finger protein 19,BX640713,NM_001286840
PHF20,PHD finger protein 20,AL109965,NM_016436
PHF20L1,PHD finger protein 20 like 1,AF230666,NM_016018
PHF21A,PHD finger protein 21A,AL359593,NM_016621
PHF21B,PHD finger protein 21B,AK091480,NM_138415
PHF23,PHD finger protein 23,AK122791,NM_024297
PHF24,PHD finger protein 24,AB028968,NM_001304333
PHGDH,phosphoglycerate dehydrogenase,BC011262,NM_006623
PHGR1,"proline, histidine and glycine rich 1",,NM_001145643
PHIP,pleckstrin homology domain interacting protein,AF310250
PHKA1,phosphorylase kinase regulatory subunit alpha 1
PHKA2,phosphorylase kinase regulatory subunit alpha 2,,NM_000292
PHKB,phosphorylase kinase regulatory subunit beta
PHKG1,phosphorylase kinase catalytic subunit gamma 1,X80590,NM_006213
PHKG2,phosphorylase kinase catalytic subunit gamma 2,"S73483, M31606",NM_000294
PHLDA1,pleckstrin homology like domain family A member 1,Z50194,NM_007350
PHLDA2,pleckstrin homology like domain family A member 2,AF035444,NM_003311
PHLDA3,pleckstrin homology like domain family A member 3,AF151100,NM_012396
PHLDB1,pleckstrin homology like domain family B member 1,,NM_015157
PHLDB2,pleckstrin homology like domain family B member 2,,NM_145753
PHLDB3,pleckstrin homology like domain family B member 3
PHLPP1,PH domain and leucine rich repeat protein phosphatase 1,AB011178,NM_194449
PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,BX647823,NM_015020
PHOSPHO1,phosphoethanolamine/phosphocholine phosphatase 1,AJ457189,NM_001143804
PHOSPHO2,"phosphatase, orphan 2",BC022324,NM_001008489
PHOX2A,paired like homeobox 2A,AF022722,NM_005169
PHOX2B,paired like homeobox 2B,D82344
PHPT1,phosphohistidine phosphatase 1,AF131857,NM_014172
PHRF1,PHD and ring finger domains 1,BC004950,NM_020901
PHTF1,putative homeodomain transcription factor 1,AJ011863,NM_006608
PHTF2,putative homeodomain transcription factor 2,AL136883,NM_020432
PHYH,phytanoyl-CoA 2-hydroxylase
PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,BC051300,NM_174933
PHYHIP,phytanoyl-CoA 2-hydroxylase interacting protein,D87463,NM_014759
PHYHIPL,phytanoyl-CoA 2-hydroxylase interacting protein like,AL834339,NM_032439
PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase,BC037567,NM_032921
PI3,peptidase inhibitor 3,D13156,NM_002638
PI4K2A,phosphatidylinositol 4-kinase type 2 alpha,AF070611,NM_018425
PI4K2B,phosphatidylinositol 4-kinase type 2 beta,AK001967,NM_018323
PI4KA,phosphatidylinositol 4-kinase alpha,L36151,NM_058004
PI4KB,phosphatidylinositol 4-kinase beta,AB005910,NM_002651
PI15,peptidase inhibitor 15,D45027,NM_015886
PI16,peptidase inhibitor 16,,NM_153370
PIANP,PILR alpha associated neural protein,BC035736,NM_153685
PIAS1,protein inhibitor of activated STAT 1,AF077951
PIAS2,protein inhibitor of activated STAT 2,AF077953,NM_004671
PIAS3,protein inhibitor of activated STAT 3,AB021868,NM_006099
PIAS4,protein inhibitor of activated STAT 4,AF077952,NM_015897
PIBF1,progesterone immunomodulatory binding factor 1,AF330046,NM_006346
PICALM,phosphatidylinositol binding clathrin assembly protein,BC048259,NM_007166
PICK1,protein interacting with PRKCA 1,AL049654,NM_012407
PID1,phosphotyrosine interaction domain containing 1,AK096636,NM_017933
PIDD1,p53-induced death domain protein 1,AF229178,NM_145886
PIERCE1,piercer of microtubule wall 1,BC021261,NM_144654
PIERCE2,piercer of microtubule wall 2
PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),D87071,NM_014745
PIEZO2,piezo type mechanosensitive ion channel component 2,AK027056,NM_022068
PIF1,PIF1 5'-to-3' DNA helicase,AK026345,NM_025049
PIGA,phosphatidylinositol glycan anchor biosynthesis class A,BC038236,NM_002641
PIGB,phosphatidylinositol glycan anchor biosynthesis class B,D42138,NM_004855
PIGBOS1,PIGB opposite strand 1,,NM_001308421
PIGC,phosphatidylinositol glycan anchor biosynthesis class C,BC006539,NM_153747
PIGF,phosphatidylinositol glycan anchor biosynthesis class F,,NM_173074
PIGG,phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group),,NM_017733
PIGH,phosphatidylinositol glycan anchor biosynthesis class H,,NM_004569
PIGK,phosphatidylinositol glycan anchor biosynthesis class K,AF022913,NM_005482
PIGL,phosphatidylinositol glycan anchor biosynthesis class L,AB017165
PIGM,phosphatidylinositol glycan anchor biosynthesis class M,AB028127,NM_145167
PIGN,phosphatidylinositol glycan anchor biosynthesis class N,AF109219,NM_176787
PIGO,phosphatidylinositol glycan anchor biosynthesis class O,AB083625,NM_032634
PIGP,phosphatidylinositol glycan anchor biosynthesis class P,AB037162,NM_153681
PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q,AB003723,NM_004204
PIGR,polymeric immunoglobulin receptor,,NM_002644
PIGS,phosphatidylinositol glycan anchor biosynthesis class S,,NM_033198
PIGT,phosphatidylinositol glycan anchor biosynthesis class T,,NM_015937
PIGU,phosphatidylinositol glycan anchor biosynthesis class U,AL118520,NM_080476
PIGV,phosphatidylinositol glycan anchor biosynthesis class V,AK000484,NM_017837
PIGW,phosphatidylinositol glycan anchor biosynthesis class W,AB097818,NM_178517
PIGX,phosphatidylinositol glycan anchor biosynthesis class X,AK000529,NM_017861
PIGY,phosphatidylinositol glycan anchor biosynthesis class Y,AB206972,NM_001042616
PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,BC018804,NM_025163
PIH1D1,PIH1 domain containing 1,AK000650,NM_017916
PIH1D2,PIH1 domain containing 2,BC019238,NM_138789
PIK3AP1,phosphoinositide-3-kinase adaptor protein 1,AK092883,NM_152309
PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,Y13367,NM_002645
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta,Y11312,NM_002646
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma,AJ000008,NM_004570
PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,Z46973,NM_002647
PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",,NM_005026
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
PIK3IP1,phosphoinositide-3-kinase interacting protein 1,BC011049,NM_052880
PIK3R1,phosphoinositide-3-kinase regulatory subunit 1,M61906,NM_181504
PIK3R1OS,"phosphoinositide-3-kinase, regulatory subunit 1, opposite strand"
PIK3R2,phosphoinositide-3-kinase regulatory subunit 2,,NM_005027
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3,BC021622,NM_003629
PIK3R4,phosphoinositide-3-kinase regulatory subunit 4,Y08991,NM_014602
PIK3R5,phosphoinositide-3-kinase regulatory subunit 5,AF128881,NM_014308
PIK3R6,phosphoinositide-3-kinase regulatory subunit 6,AK091819,NM_001010855
PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing",AB023198,NM_015040
PILRA,paired immunoglobin like type 2 receptor alpha,AF161080,NM_013439
PILRB,paired immunoglobin like type 2 receptor beta,"AF161081, AJ400845",NM_178238
PIM1,"Pim-1 proto-oncogene, serine/threonine kinase"
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase",U77735
PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",BC052239,NM_001001852
PIMREG,PICALM interacting mitotic regulator,,NM_019013
PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4",AB009690,NM_006223
PINK1,PTEN induced kinase 1,AB053323,NM_032409
PINLYP,phospholipase A2 inhibitor and LY6/PLAUR domain containing,,NM_001193621
PINX1,PIN2 (TERF1) interacting telomerase inhibitor 1,AF418553,NM_017884
PIP,prolactin induced protein,,NM_002652
PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,S78798,NM_005028
PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,U85245,NM_003559
PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,AK125526,NM_024779
PIP4P1,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1",BC002867,NM_144568
PIP4P2,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",BC033892,NM_018710
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha,U78575,NM_003557
PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,U78579,NM_003558
PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,AB011161,NM_012398
PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase like 1,BC042184,NM_173492
PIPOX,pipecolic acid and sarcosine oxidase,AF134593,NM_016518
PIR,pirin,Y07868,NM_003662
PIRT,phosphoinositide interacting regulator of transient receptor potential channels,AK021549,NM_001101387
PISD,phosphatidylserine decarboxylase
PITHD1,PITH domain containing 1,,NM_020362
PITPNA,phosphatidylinositol transfer protein alpha,M73704
PITPNB,phosphatidylinositol transfer protein beta,D30037
PITPNC1,phosphatidylinositol transfer protein cytoplasmic 1,AF171102,NM_012417
PITPNM1,phosphatidylinositol transfer protein membrane associated 1,X98654,NM_004910
PITPNM2,phosphatidylinositol transfer protein membrane associated 2,AF334585,NM_020845
PITPNM3,PITPNM family member 3,AF334586,NM_031220
PITRM1,pitrilysin metallopeptidase 1,AB029027
PITX1,paired like homeodomain 1,AF009648
PITX2,paired like homeodomain 2,U69961
PITX3,paired like homeodomain 3
PIWIL1,piwi like RNA-mediated gene silencing 1,AF104260
PIWIL2,piwi like RNA-mediated gene silencing 2,AK001213
PIWIL3,piwi like RNA-mediated gene silencing 3,AB079368,NM_001008496
PIWIL4,piwi like RNA-mediated gene silencing 4,AB079366,NM_152431
PJA1,praja ring finger ubiquitin ligase 1,AK021892,NM_145119
PJA2,praja ring finger ubiquitin ligase 2,AB007898,NM_014819
PJVK,pejvakin,"BC020859, BQ887979",NM_001042702
PKD1,"polycystin 1, transient receptor potential channel interacting",L33243
PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting",AB061683,NM_138295
PKD1L2,polycystin 1 like 2 (gene/pseudogene),AY164483
PKD1L3,"polycystin 1 like 3, transient receptor potential channel interacting",AY164485,NM_181536
PKD2,"polycystin 2, transient receptor potential cation channel",U50928,NM_000297
PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel",AF094827,NM_016112
PKD2L2,"polycystin 2 like 2, transient receptor potential cation channel",AF118125,NM_014386
PKDCC,"protein kinase domain containing, cytoplasmic"
PKDREJ,polycystin family receptor for egg jelly,AF116458,NM_006071
PKHD1,PKHD1 ciliary IPT domain containing fibrocystin/polyductin,AF480064,NM_138694
PKHD1L1,PKHD1 like 1,AY219181,NM_177531
PKIA,cAMP-dependent protein kinase inhibitor alpha,S76965,NM_006823
PKIB,cAMP-dependent protein kinase inhibitor beta
PKIG,cAMP-dependent protein kinase inhibitor gamma,AB019517
PKLR,pyruvate kinase L/R,"BC025737, M15465",NM_000298
PKM,pyruvate kinase M1/2,M23725
PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",AK097642,NM_004203
PKN1,protein kinase N1,S75546,"NM_002741, NM_213560"
PKN2,protein kinase N2,U33052,NM_006256
PKN3,protein kinase N3,AB019692,NM_013355
PKNOX1,PBX/knotted 1 homeobox 1
PKNOX2,PBX/knotted 1 homeobox 2,AK023136
PKP1,plakophilin 1,X79293,NM_000299
PKP2,plakophilin 2,X97675,NM_004572
PKP3,plakophilin 3,Z98265,NM_007183
PKP4,plakophilin 4,X81889
PLA1A,phospholipase A1 member A,AF035268
PLA2G1B,phospholipase A2 group IB
PLA2G2A,phospholipase A2 group IIA,BC005919,NM_000300
PLA2G2C,phospholipase A2 group IIC,,NM_001367969
PLA2G2D,phospholipase A2 group IID,AF112982
PLA2G2E,phospholipase A2 group IIE,AF189279,NM_014589
PLA2G2F,phospholipase A2 group IIF,AL158172,NM_022819
PLA2G3,phospholipase A2 group III,AF220490,NM_015715
PLA2G4A,phospholipase A2 group IVA,M72393,NM_024420
PLA2G4B,phospholipase A2 group IVB,AF065215,NM_001114633
PLA2G4C,phospholipase A2 group IVC,AF065214
PLA2G4D,phospholipase A2 group IVD,AB090876,NM_178034
PLA2G4E,phospholipase A2 group IVE,,NM_198442
PLA2G4F,phospholipase A2 group IVF,,NM_213600
PLA2G5,phospholipase A2 group V,U03090,NM_000929
PLA2G6,phospholipase A2 group VI,AF064594,NM_001004426
